YP_005228700.1	db8412608c43d22da5ffbd6781b66a2a	669	Pfam	PF13899	Thioredoxin-like	556	642	3.8E-10	T	15-06-2025	-	-	-	-
YP_005224369.1	bc154f9059eb9e6d7ff24b9718d46615	206	Pfam	PF00081	Iron/manganese superoxide dismutases, alpha-hairpin domain	2	89	9.3E-31	T	15-06-2025	IPR019831	Manganese/iron superoxide dismutase, N-terminal	GO:0004784(InterPro)|GO:0006801(InterPro)|GO:0046872(InterPro)	-
YP_005224369.1	bc154f9059eb9e6d7ff24b9718d46615	206	Pfam	PF02777	Iron/manganese superoxide dismutases, C-terminal domain	96	201	5.1E-38	T	15-06-2025	IPR019832	Manganese/iron superoxide dismutase, C-terminal	GO:0004784(InterPro)|GO:0006801(InterPro)|GO:0046872(InterPro)	-
YP_005225802.1	d3f4b7ab35725c61847aec3fcb892ab0	87	Pfam	PF04359	Protein of unknown function (DUF493)	7	87	5.4E-25	T	15-06-2025	IPR007454	Uncharacterised protein family UPF0250, YbeD-like	-	-
YP_005228275.1	fd4794280e9e059862b61edda700fe78	229	Pfam	PF03167	Uracil DNA glycosylase superfamily	51	210	1.1E-15	T	15-06-2025	IPR005122	Uracil-DNA glycosylase-like	-	-
YP_005228775.1	eed63e699638e7bad029d63f66f89cab	132	Pfam	PF03230	Antirestriction protein	43	132	3.2E-19	T	15-06-2025	IPR004914	Antirestriction protein	-	-
YP_005229212.1	d38efc61597e98778bb84b4f6ec8888a	327	Pfam	PF01761	3-dehydroquinate synthase	30	288	9.9E-108	T	15-06-2025	IPR030960	3-dehydroquinate synthase domain	-	-
YP_005221098.1	8fc2dc7263ef264f6a3005da8bdee970	179	Pfam	PF19456	MobI protein	50	165	2.0E-27	T	15-06-2025	IPR045809	MobI protein	-	-
YP_005229042.1	cb06246a1701f4bc3147f08dfca2822d	183	Pfam	PF02470	MlaD protein	38	116	1.0E-17	T	15-06-2025	IPR003399	Mce/MlaD	-	-
YP_005225022.1	62433e21a4f17afa46cb0e3e23e65e7b	241	Pfam	PF13099	Domain of unknown function (DUF3944)	5	39	3.1E-13	T	15-06-2025	IPR025217	Domain of unknown function DUF3944	-	-
YP_005225022.1	62433e21a4f17afa46cb0e3e23e65e7b	241	Pfam	PF03981	Ubiquinol-cytochrome C chaperone	59	212	1.1E-5	T	15-06-2025	IPR021150	Ubiquinol-cytochrome c chaperone	-	-
YP_005225634.1	e6e9d1cd54d93c5fd2fecc9cbc451add	372	Pfam	PF01497	Periplasmic binding protein	101	312	5.2E-16	T	15-06-2025	IPR002491	ABC transporter periplasmic binding domain	-	-
YP_005227093.1	cc53f35b8e1d523087cabf33f778fe70	228	Pfam	PF00497	Bacterial extracellular solute-binding proteins, family 3	22	225	3.1E-17	T	15-06-2025	IPR001638	Solute-binding protein family 3/N-terminal domain of MltF	-	-
YP_005220979.1	757afd6e452d2a4dacf563b8f3b3b6f8	162	Pfam	PF07799	Protein of unknown function (DUF1643)	12	148	2.0E-24	T	15-06-2025	IPR012441	Protein of unknown function DUF1643	-	-
YP_005229533.1	4aa8e1d57fe7310774c23cbcc5f5d5f3	239	Pfam	PF00392	Bacterial regulatory proteins, gntR family	11	73	1.7E-16	T	15-06-2025	IPR000524	Transcription regulator HTH, GntR	GO:0003700(InterPro)|GO:0006355(InterPro)	-
YP_005229533.1	4aa8e1d57fe7310774c23cbcc5f5d5f3	239	Pfam	PF07702	UTRA domain	94	232	2.6E-33	T	15-06-2025	IPR011663	UbiC transcription regulator-associated	GO:0003677(InterPro)|GO:0006355(InterPro)	-
YP_005226150.1	9a890d6c0edab222cdcd676e322b9737	263	Pfam	PF00528	Binding-protein-dependent transport system inner membrane component	80	247	9.1E-29	T	15-06-2025	IPR000515	ABC transporter type 1, transmembrane domain MetI-like	GO:0016020(InterPro)|GO:0055085(InterPro)	-
YP_005225988.1	c9980225993ff3aa65cd02392aab5483	376	Pfam	PF00356	Bacterial regulatory proteins, lacI family	28	66	0.0081	T	15-06-2025	IPR000843	LacI-type HTH domain	GO:0003677(InterPro)|GO:0006355(InterPro)	-
YP_005225988.1	c9980225993ff3aa65cd02392aab5483	376	Pfam	PF13377	Periplasmic binding protein-like domain	192	356	2.0E-24	T	15-06-2025	IPR046335	Transcriptional regulator LacI/GalR-like, sensor domain	-	-
YP_005224395.1	f7fe06d5973c400d6f43cd4179dae66d	220	Pfam	PF00923	Transaldolase/Fructose-6-phosphate aldolase	3	213	4.8E-46	T	15-06-2025	IPR001585	Transaldolase/Fructose-6-phosphate aldolase	GO:0005975(InterPro)	-
YP_005226871.1	0da58976735248bcc648a807b3ce6a38	148	Pfam	PF00583	Acetyltransferase (GNAT) family	16	131	2.1E-13	T	15-06-2025	IPR000182	GNAT domain	GO:0016747(InterPro)	-
YP_005224824.1	1898e53e5608e6f2c20eaab7c5f8dfed	269	Pfam	PF04962	KduI/IolB family	5	260	4.6E-108	T	15-06-2025	IPR021120	KduI/IolB isomerase	GO:0016861(InterPro)	-
YP_005227501.1	d166a7a3caab42c0cb5c83c8478491c8	300	Pfam	PF01734	Patatin-like phospholipase	8	165	1.0E-30	T	15-06-2025	IPR002641	Patatin-like phospholipase domain	GO:0006629(InterPro)	-
YP_005220848.1	e37a45b900ec703b28d33b88ef8d727f	440	Pfam	PF01068	ATP dependent DNA ligase domain	161	342	5.4E-7	T	15-06-2025	IPR012310	DNA ligase, ATP-dependent, central	GO:0003910(InterPro)|GO:0005524(InterPro)|GO:0006281(InterPro)|GO:0006310(InterPro)	-
YP_005228417.1	dc927ed9d68bdcba415201ed84de7a86	482	Pfam	PF00301	Rubredoxin	429	474	2.6E-17	T	15-06-2025	IPR024935	Rubredoxin domain	GO:0005506(InterPro)	-
YP_005228417.1	dc927ed9d68bdcba415201ed84de7a86	482	Pfam	PF00258	Flavodoxin	256	389	8.4E-15	T	15-06-2025	IPR008254	Flavodoxin/nitric oxide synthase	GO:0010181(InterPro)	-
YP_005228417.1	dc927ed9d68bdcba415201ed84de7a86	482	Pfam	PF19583	ODP family beta lactamase	35	228	5.0E-14	T	15-06-2025	IPR045761	ODP domain	-	-
YP_005228363.1	b8280c3df3b08fcac7c095fed3e76aca	595	Pfam	PF01590	GAF domain	55	188	1.0E-5	T	15-06-2025	IPR003018	GAF domain	GO:0005515(InterPro)	-
YP_005228363.1	b8280c3df3b08fcac7c095fed3e76aca	595	Pfam	PF00158	Sigma-54 interaction domain	310	461	7.3E-55	T	15-06-2025	IPR002078	RNA polymerase sigma factor 54 interaction domain	GO:0005524(InterPro)|GO:0006355(InterPro)|GO:0008134(InterPro)	-
YP_005228363.1	b8280c3df3b08fcac7c095fed3e76aca	595	Pfam	PF02954	Bacterial regulatory protein, Fis family	556	586	5.7E-6	T	15-06-2025	IPR002197	DNA binding HTH domain, Fis-type	GO:0043565(InterPro)	-
YP_005228391.1	4fd792c90335612f94d229c352ed42c2	558	Pfam	PF08502	LeuA allosteric (dimerisation) domain	420	549	2.3E-16	T	15-06-2025	IPR013709	2-isopropylmalate synthase LeuA, allosteric (dimerisation) domain	GO:0003852(InterPro)|GO:0009098(InterPro)	-
YP_005228391.1	4fd792c90335612f94d229c352ed42c2	558	Pfam	PF00682	HMGL-like	31	311	3.2E-71	T	15-06-2025	IPR000891	Pyruvate carboxyltransferase	GO:0003824(InterPro)	-
YP_005220829.1	dd4066df02a68203dff33797fc880763	136	Pfam	PF13957	Toxin YafO, type II toxin-antitoxin system	36	132	2.3E-18	T	15-06-2025	IPR020353	mRNA interferase toxin YafO	-	-
YP_005226284.1	ddd49b3186e1bc8861e71c6156915781	180	Pfam	PF05728	Uncharacterised protein family (UPF0227)	1	177	7.7E-69	T	15-06-2025	IPR008886	Uncharacterised protein family UPF0227/Esterase YqiA	-	-
YP_005225009.1	96b7e20e9fabc104071e57da3071393c	238	Pfam	PF00486	Transcriptional regulatory protein, C terminal	156	232	1.7E-15	T	15-06-2025	IPR001867	OmpR/PhoB-type DNA-binding domain	GO:0000160(InterPro)|GO:0003677(InterPro)|GO:0006355(InterPro)	-
YP_005225009.1	96b7e20e9fabc104071e57da3071393c	238	Pfam	PF00072	Response regulator receiver domain	6	113	2.1E-24	T	15-06-2025	IPR001789	Signal transduction response regulator, receiver domain	GO:0000160(InterPro)	-
YP_005229200.1	86a51f81030a28773f12baff287fe810	189	Pfam	PF00160	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD	30	187	1.3E-47	T	15-06-2025	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	GO:0000413(InterPro)|GO:0003755(InterPro)	-
YP_005225689.1	e3d81a4d093d4e63647a2feeae998ded	113	Pfam	PF12833	Helix-turn-helix domain	28	106	1.4E-19	T	15-06-2025	IPR018060	DNA binding HTH domain, AraC-type	GO:0003700(InterPro)|GO:0006355(InterPro)|GO:0043565(InterPro)	-
YP_005221075.1	9c2e65032753db8c70cadc89c8048cd5	304	Pfam	PF05472	DNA replication terminus site-binding protein (Ter protein)	6	275	1.1E-82	T	15-06-2025	IPR008865	DNA replication terminus site-binding protein	GO:0003677(InterPro)|GO:0005737(InterPro)|GO:0006274(InterPro)	-
YP_005228672.1	448a0c68984c0a2552b2f831fa472dd6	430	Pfam	PF02040	Arsenical pump membrane protein	3	423	7.8E-148	T	15-06-2025	IPR000802	Arsenical pump membrane protein, ArsB	GO:0015105(InterPro)|GO:0015700(InterPro)|GO:0016020(InterPro)	-
YP_005225949.1	21033350b27b896ab1683bd73a4ac2f7	579	Pfam	PF00005	ABC transporter	346	489	1.4E-25	T	15-06-2025	IPR003439	ABC transporter-like, ATP-binding domain	GO:0005524(InterPro)|GO:0016887(InterPro)	-
YP_005225949.1	21033350b27b896ab1683bd73a4ac2f7	579	Pfam	PF00005	ABC transporter	25	165	5.1E-23	T	15-06-2025	IPR003439	ABC transporter-like, ATP-binding domain	GO:0005524(InterPro)|GO:0016887(InterPro)	-
YP_005229569.1	07717e87181d2d6fbce2e98525de4a5b	205	Pfam	PF01081	KDPG and KHG aldolase	6	182	1.1E-24	T	15-06-2025	IPR000887	KDPG/KHG aldolase	GO:0016829(InterPro)	-
YP_005229091.1	f939becbaaf4929805ec5648a0e4c917	646	Pfam	PF00563	EAL domain	403	628	7.0E-31	T	15-06-2025	IPR001633	EAL domain	-	-
YP_005229091.1	f939becbaaf4929805ec5648a0e4c917	646	Pfam	PF17157	Gammaproteobacterial periplasmic sensor domain	34	130	7.2E-29	T	15-06-2025	IPR033423	Gammaproteobacterial periplasmic sensor domain GAPES4	-	-
YP_005229091.1	f939becbaaf4929805ec5648a0e4c917	646	Pfam	PF00990	Diguanylate cyclase, GGDEF domain	224	380	1.7E-22	T	15-06-2025	IPR000160	GGDEF domain	-	-
YP_005224926.1	e82e5f2bffaf278b7e4135e8b8c084f6	520	Pfam	PF11794	4-hydroxyphenylacetate 3-hydroxylase N terminal	15	281	1.6E-89	T	15-06-2025	IPR024674	HpaB/PvcC/4-BUDH N-terminal	-	-
YP_005224926.1	e82e5f2bffaf278b7e4135e8b8c084f6	520	Pfam	PF03241	4-hydroxyphenylacetate 3-hydroxylase C terminal	288	489	9.1E-62	T	15-06-2025	IPR024719	HpaB/PvcC/4-BUDH C-terminal	-	-
YP_005226186.1	4822dff1b6207ddfdba34dc0c2cc84bd	374	Pfam	PF00848	Ring hydroxylating alpha subunit (catalytic domain)	184	371	7.8E-19	T	15-06-2025	IPR015879	Aromatic-ring-hydroxylating dioxygenase, alpha subunit, C-terminal domain	GO:0005506(InterPro)|GO:0044237(InterPro)|GO:0051537(InterPro)	-
YP_005226186.1	4822dff1b6207ddfdba34dc0c2cc84bd	374	Pfam	PF00355	Rieske [2Fe-2S] domain	46	134	2.1E-19	T	15-06-2025	IPR017941	Rieske [2Fe-2S] iron-sulphur domain	GO:0051537(InterPro)	-
YP_005228127.1	049afa136f31d9171084657dedf5b1e0	253	Pfam	PF07264	Etoposide-induced protein 2.4 (EI24)	15	231	6.7E-56	T	15-06-2025	-	-	-	-
YP_005228353.1	b0a51037010e43dacca18da5bfc43e91	251	Pfam	PF03471	Transporter associated domain	167	241	3.6E-16	T	15-06-2025	IPR005170	Transporter-associated domain	-	-
YP_005228353.1	b0a51037010e43dacca18da5bfc43e91	251	Pfam	PF00571	CBS domain	93	149	5.4E-4	T	15-06-2025	IPR000644	CBS domain	-	-
YP_005225874.1	6d0ef05ad0c544087ac1565f255975ef	522	Pfam	PF01654	Cytochrome bd terminal oxidase subunit I	7	501	7.7E-167	T	15-06-2025	IPR002585	Cytochrome ubiquinol oxidase subunit 1	GO:0009055(InterPro)|GO:0019646(InterPro)|GO:0070069(InterPro)	-
YP_005225135.1	a59d833abb304f9484e66ca9ea25d067	456	Pfam	PF00324	Amino acid permease	18	448	4.0E-134	T	15-06-2025	IPR004841	Amino acid permease/ SLC12A domain	GO:0016020(InterPro)|GO:0055085(InterPro)	-
YP_005226632.1	7c8a90a8fc02f85f35fb12874f3ae320	303	Pfam	PF05368	NmrA-like family	7	233	3.6E-46	T	15-06-2025	IPR008030	NmrA-like domain	-	-
YP_005225263.1	186614939a242c042c112e160d2f4240	255	Pfam	PF13230	Glutamine amidotransferases class-II	1	252	4.7E-111	T	15-06-2025	IPR026869	Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase EgtC-like	-	-
YP_005229697.1	0f6d7c543ce80096fed23cabf264525f	250	Pfam	PF13728	F plasmid transfer operon protein	26	239	1.8E-65	T	15-06-2025	IPR039555	F plasmid transfer operon protein	-	-
YP_005224952.1	e0e4ad33b0506435fc501f4e46d349f2	304	Pfam	PF07729	FCD domain	159	286	5.8E-8	T	15-06-2025	IPR011711	GntR, C-terminal	-	-
YP_005225204.1	2cdc0f4c087c43d55dbbef777335b57d	503	Pfam	PF00654	Voltage gated chloride channel	122	467	4.5E-94	T	15-06-2025	IPR001807	Chloride channel, voltage gated	GO:0005247(InterPro)|GO:0006821(InterPro)|GO:0016020(InterPro)|GO:0055085(InterPro)	-
YP_005228562.1	3119c6e403c9b66ce3d9ae6575ce16d0	211	Pfam	PF02570	Precorrin-8X methylmutase	10	205	5.9E-64	T	15-06-2025	IPR003722	Cobalamin biosynthesis precorrin-8X methylmutase CobH/CbiC	GO:0009236(InterPro)|GO:0016993(InterPro)	-
YP_005226142.1	e670fcb8e51ef447fd76539e384082ca	383	Pfam	PF00291	Pyridoxal-phosphate dependent enzyme	21	335	4.6E-44	T	15-06-2025	IPR001926	Tryptophan synthase beta chain-like, PALP domain	-	-
YP_005228228.1	02bae307f8f8f6afb032b0ef09fbde3c	111	Pfam	PF00111	2Fe-2S iron-sulfur cluster binding domain	13	92	4.9E-12	T	15-06-2025	IPR001041	2Fe-2S ferredoxin-type iron-sulfur binding domain	GO:0051536(InterPro)	-
YP_005225458.1	5f831afc128c1717cc395b22f397d51b	163	Pfam	PF09619	Type III secretion system lipoprotein chaperone (YscW)	47	151	3.9E-37	T	15-06-2025	IPR039366	Type 3 secretion system pilotin	-	-
YP_005224810.1	a0c1b6c9e425995f3994bd7a291d4c25	472	Pfam	PF03606	C4-dicarboxylate anaerobic carrier	10	466	9.3E-106	T	15-06-2025	IPR018385	C4-dicarboxylate anaerobic carrier-like	GO:0016020(InterPro)	-
YP_005228933.1	1a9d96b366fe2ba013822831db1e9910	184	Pfam	PF03551	Transcriptional regulator PadR-like family	45	109	3.2E-10	T	15-06-2025	IPR005149	Transcription regulator PadR, N-terminal	-	-
YP_005227795.1	06b7a01cdce6ce33bd924a6a90490221	748	Pfam	PF13304	AAA domain, putative AbiEii toxin, Type IV TA system	25	338	2.9E-7	T	15-06-2025	IPR003959	ATPase, AAA-type, core	GO:0005524(InterPro)|GO:0016887(InterPro)	-
YP_005225516.1	bdebb645502e87818edb638a1aaf9a26	225	Pfam	PF00005	ABC transporter	23	165	3.1E-26	T	15-06-2025	IPR003439	ABC transporter-like, ATP-binding domain	GO:0005524(InterPro)|GO:0016887(InterPro)	-
YP_005229044.1	f99a9c435e7f6db7e319724307c82ec8	282	Pfam	PF00005	ABC transporter	37	184	1.0E-26	T	15-06-2025	IPR003439	ABC transporter-like, ATP-binding domain	GO:0005524(InterPro)|GO:0016887(InterPro)	-
YP_005229110.1	bbec932eaa04b475792994462b701ad4	413	Pfam	PF04860	Phage portal protein	48	382	2.9E-93	T	15-06-2025	IPR006944	Bacteriophage/Gene transfer agent portal protein	-	-
YP_005226248.1	066b57d7781d0d3287d6ec24b496d382	372	Pfam	PF01266	FAD dependent oxidoreductase	4	350	4.0E-47	T	15-06-2025	IPR006076	FAD dependent oxidoreductase	GO:0016491(InterPro)	-
YP_005226257.1	e2561d57410956e4973e7d01e7eac356	303	Pfam	PF21378	YceM-like, C-terminal domain	124	241	6.9E-44	T	15-06-2025	IPR048477	YceM-like, C-terminal domain	-	-
YP_005226257.1	e2561d57410956e4973e7d01e7eac356	303	Pfam	PF01408	Oxidoreductase family, NAD-binding Rossmann fold	1	118	2.4E-24	T	15-06-2025	IPR000683	Gfo/Idh/MocA-like oxidoreductase, N-terminal	GO:0000166(InterPro)	-
YP_005226944.1	2b5b1e3ab3f48302305ab1559963b65b	249	Pfam	PF01791	DeoC/LacD family aldolase	76	208	6.9E-6	T	15-06-2025	IPR002915	DeoC/FbaB/LacD aldolase	GO:0016829(InterPro)	-
YP_005226229.1	f1188be87ba8c5ee29589c5489d0bf3a	225	Pfam	PF00857	Isochorismatase family	19	172	4.0E-20	T	15-06-2025	IPR000868	Isochorismatase-like	-	-
YP_005227118.1	34c0ccd2e94fb25f28f19701db45502a	82	Pfam	PF00583	Acetyltransferase (GNAT) family	4	55	1.1E-5	T	15-06-2025	IPR000182	GNAT domain	GO:0016747(InterPro)	-
YP_005225758.1	67ad89ba1269b6fc1c890b25dd53e502	332	Pfam	PF02653	Branched-chain amino acid transport system / permease component	49	321	2.4E-28	T	15-06-2025	IPR001851	ABC transporter, permease	GO:0016020(InterPro)|GO:0022857(InterPro)|GO:0055085(InterPro)	-
YP_005229745.1	bf46ce7eeaaffd11133f10248ad87edf	143	Pfam	PF06290	Plasmid SOS inhibition protein (PsiB)	5	141	7.4E-62	T	15-06-2025	IPR009385	Protein PsiB	-	-
YP_005228771.1	68f99f0ca0f977da162299429ab32fd7	429	Pfam	PF07515	Putative conjugal transfer nickase/helicase TraI C-term	306	424	5.3E-23	T	15-06-2025	IPR011093	Putative conjugal transfer nickase/helicase TraI, C-terminal	-	-
YP_005228771.1	68f99f0ca0f977da162299429ab32fd7	429	Pfam	PF07514	Putative helicase	28	236	1.3E-34	T	15-06-2025	IPR011119	Uncharacterised domain, helicase/relaxase, putative	-	-
YP_005228077.1	e8317983b063b5ed584f95a57982374e	270	Pfam	PF01416	tRNA pseudouridine synthase	17	112	4.0E-10	T	15-06-2025	IPR020097	Pseudouridine synthase I, TruA, alpha/beta domain	GO:0001522(InterPro)|GO:0003723(InterPro)|GO:0009451(InterPro)|GO:0009982(InterPro)	-
YP_005228077.1	e8317983b063b5ed584f95a57982374e	270	Pfam	PF01416	tRNA pseudouridine synthase	151	253	3.8E-27	T	15-06-2025	IPR020097	Pseudouridine synthase I, TruA, alpha/beta domain	GO:0001522(InterPro)|GO:0003723(InterPro)|GO:0009451(InterPro)|GO:0009982(InterPro)	-
YP_005226678.1	8315c0261c1f95087b296ad0dccc9826	401	Pfam	PF02803	Thiolase, C-terminal domain	277	400	4.6E-43	T	15-06-2025	IPR020617	Thiolase, C-terminal	GO:0016747(InterPro)	-
YP_005226678.1	8315c0261c1f95087b296ad0dccc9826	401	Pfam	PF00108	Thiolase, N-terminal domain	5	269	1.0E-70	T	15-06-2025	IPR020616	Thiolase, N-terminal	GO:0016747(InterPro)	-
YP_005226367.1	e4103c8dc246b63648a949bba6d5aed6	301	Pfam	PF00126	Bacterial regulatory helix-turn-helix protein, lysR family	5	63	1.6E-17	T	15-06-2025	IPR000847	Transcription regulator HTH, LysR	GO:0003700(InterPro)|GO:0006355(InterPro)	-
YP_005226367.1	e4103c8dc246b63648a949bba6d5aed6	301	Pfam	PF03466	LysR substrate binding domain	88	295	5.6E-33	T	15-06-2025	IPR005119	LysR, substrate-binding	-	-
YP_005226913.1	7790f22ea51749728862d2bb28bffadd	551	Pfam	PF13426	PAS domain	22	124	3.3E-9	T	15-06-2025	IPR000014	PAS domain	-	-
YP_005226913.1	7790f22ea51749728862d2bb28bffadd	551	Pfam	PF00990	Diguanylate cyclase, GGDEF domain	136	286	3.0E-32	T	15-06-2025	IPR000160	GGDEF domain	-	-
YP_005226913.1	7790f22ea51749728862d2bb28bffadd	551	Pfam	PF00563	EAL domain	310	541	9.8E-71	T	15-06-2025	IPR001633	EAL domain	-	-
YP_005224989.1	df9f8d30728f8071b2400066ceb034e4	425	Pfam	PF07670	Nucleoside recognition	98	196	5.3E-16	T	15-06-2025	IPR011642	Nucleoside transporter/FeoB GTPase, Gate domain	-	-
YP_005224989.1	df9f8d30728f8071b2400066ceb034e4	425	Pfam	PF07662	Na+ dependent nucleoside transporter C-terminus	201	420	9.6E-81	T	15-06-2025	IPR011657	Concentrative nucleoside transporter C-terminal domain	-	-
YP_005224989.1	df9f8d30728f8071b2400066ceb034e4	425	Pfam	PF01773	Na+ dependent nucleoside transporter N-terminus	8	81	1.2E-20	T	15-06-2025	IPR002668	Concentrative nucleoside transporter N-terminal domain	-	-
YP_005227315.1	e9bbfe9644842e98c67905c42628eb85	472	Pfam	PF01979	Amidohydrolase family	55	414	5.4E-36	T	15-06-2025	IPR006680	Amidohydrolase-related	GO:0016787(InterPro)	-
YP_005227662.1	b9da35c13ea7c51c9dff59e65c21764a	682	Pfam	PF00595	PDZ domain	241	320	4.0E-8	T	15-06-2025	IPR001478	PDZ domain	GO:0005515(InterPro)	-
YP_005227662.1	b9da35c13ea7c51c9dff59e65c21764a	682	Pfam	PF17804	Tail specific protease N-terminal domain	49	232	2.2E-56	T	15-06-2025	IPR040573	Tail specific protease, N-terminal domain	-	-
YP_005227662.1	b9da35c13ea7c51c9dff59e65c21764a	682	Pfam	PF03572	Peptidase family S41	356	528	5.1E-46	T	15-06-2025	IPR005151	Tail specific protease	GO:0006508(InterPro)|GO:0008236(InterPro)	-
YP_005227662.1	b9da35c13ea7c51c9dff59e65c21764a	682	Pfam	PF11818	C-terminal domain of tail specific protease (DUF3340)	537	667	2.3E-38	T	15-06-2025	IPR020992	Tail specific protease, C-terminal	-	-
YP_005220884.1	6c40c82f9900035da92a2653942d4520	142	Pfam	PF02368	Bacterial Ig-like domain (group 2)	56	135	1.3E-20	T	15-06-2025	IPR003343	Bacterial Ig-like domain, group 2	-	-
YP_005226327.1	99ab217d5ab0dc6df125e11e7228fa41	397	Pfam	PF08240	Alcohol dehydrogenase GroES-like domain	26	150	2.1E-25	T	15-06-2025	IPR013154	Alcohol dehydrogenase-like, N-terminal	-	-
YP_005226327.1	99ab217d5ab0dc6df125e11e7228fa41	397	Pfam	PF00107	Zinc-binding dehydrogenase	197	285	1.6E-5	T	15-06-2025	IPR013149	Alcohol dehydrogenase-like, C-terminal	-	-
YP_005228819.1	784d31ad3d37596401f09fe6de2d6f28	150	Pfam	PF12101	Protein of unknown function (DUF3577)	2	130	1.1E-47	T	15-06-2025	IPR021960	Protein of unknown function DUF3577	-	-
YP_005220839.1	fefcfa56290cc2b0c0439ab885ff9b5e	144	Pfam	PF08447	PAS fold	31	114	7.4E-15	T	15-06-2025	IPR013655	PAS fold-3	GO:0005515(InterPro)	-
YP_005221081.1	fefcfa56290cc2b0c0439ab885ff9b5e	144	Pfam	PF08447	PAS fold	31	114	7.4E-15	T	15-06-2025	IPR013655	PAS fold-3	GO:0005515(InterPro)	-
YP_005220923.1	144d61e7b34ff6c8f7b250c4c87299e3	123	Pfam	PF05099	Tellurite resistance protein TerB	14	120	0.047	T	15-06-2025	IPR007791	Co-chaperone DjlA, N-terminal	-	-
YP_005227670.1	7fca5cae75eb985d8a44653f429d8c95	217	Pfam	PF00149	Calcineurin-like phosphoesterase	12	95	3.4E-10	T	15-06-2025	IPR004843	Calcineurin-like phosphoesterase domain, ApaH type	GO:0016787(InterPro)	-
YP_005228161.1	b279d1606a24454fb1b7109106244a2e	96	Pfam	PF00936	BMC domain	3	78	2.3E-25	T	15-06-2025	IPR000249	Bacterial microcompartment domain	GO:0031469(InterPro)	-
YP_005225072.1	5a059b54c73ecbb085da5cd686c6b1c7	785	Pfam	PF21474	DNA polymerase II, N-terminal	7	42	1.8E-17	T	15-06-2025	-	-	-	-
YP_005225072.1	5a059b54c73ecbb085da5cd686c6b1c7	785	Pfam	PF00136	DNA polymerase family B	383	763	3.2E-35	T	15-06-2025	IPR006134	DNA-directed DNA polymerase, family B, multifunctional domain	GO:0000166(InterPro)|GO:0003677(InterPro)	-
YP_005225072.1	5a059b54c73ecbb085da5cd686c6b1c7	785	Pfam	PF03104	DNA polymerase family B, exonuclease domain	206	298	0.0018	T	15-06-2025	IPR006133	DNA-directed DNA polymerase, family B, exonuclease domain	-	-
YP_005228783.1	ce678a6ff3340186a208a9ace9777b90	151	Pfam	PF00313	'Cold-shock' DNA-binding domain	1	61	1.8E-8	T	15-06-2025	IPR002059	Cold-shock protein, DNA-binding	GO:0003676(InterPro)	-
YP_005228903.1	f38378109fca3e08ee94540b845ea754	337	Pfam	PF00814	tRNA N6-adenosine threonylcarbamoyltransferase	24	307	9.8E-98	T	15-06-2025	IPR000905	Gcp-like domain	-	-
YP_005226617.1	a8ab9e4cf74889d3d47a5c6601a72b54	584	Pfam	PF05947	Type VI secretion system, TssF	1	581	4.7E-172	T	15-06-2025	IPR010272	Type VI secretion system TssF	-	-
YP_005228544.1	59c90e6e58e08e41514d5c7c906353ea	273	Pfam	PF00899	ThiF family	19	264	1.2E-35	T	15-06-2025	IPR000594	THIF-type NAD/FAD binding fold	-	-
YP_005224532.1	61fbd3385a006eda432278f19146eec1	297	Pfam	PF09339	IclR helix-turn-helix domain	49	99	9.6E-15	T	15-06-2025	IPR005471	Transcription regulator IclR, N-terminal	GO:0003677(InterPro)|GO:0006355(InterPro)	-
YP_005224532.1	61fbd3385a006eda432278f19146eec1	297	Pfam	PF01614	Bacterial transcriptional regulator	168	290	4.5E-39	T	15-06-2025	IPR014757	Transcription regulator IclR, C-terminal	-	-
YP_005224768.1	cb920f45b18485be5480f62a9445d289	324	Pfam	PF02653	Branched-chain amino acid transport system / permease component	27	296	2.1E-33	T	15-06-2025	IPR001851	ABC transporter, permease	GO:0016020(InterPro)|GO:0022857(InterPro)|GO:0055085(InterPro)	-
YP_005225721.1	0ad8e240d575b95d812819b6d5f6164e	267	Pfam	PF00924	Mechanosensitive ion channel, beta-domain	33	99	4.1E-10	T	15-06-2025	IPR006685	Mechanosensitive ion channel MscS	GO:0016020(InterPro)|GO:0055085(InterPro)	-
YP_005225225.1	b2e7ad012421bb991092cca849fe4aa1	161	Pfam	PF03938	Outer membrane protein (OmpH-like)	23	159	1.1E-21	T	15-06-2025	IPR005632	Chaperone protein Skp	GO:0051082(InterPro)	-
YP_005226777.1	9193c2418d274e6d022054ee8eeb143b	270	Pfam	PF13365	Trypsin-like peptidase domain	66	237	0.005	T	15-06-2025	-	-	-	-
YP_005225849.1	eaf9c5bd591a28e47ee49f9d2298b41c	682	Pfam	PF00122	E1-E2 ATPase	115	282	2.0E-28	T	15-06-2025	-	-	-	-
YP_005225849.1	eaf9c5bd591a28e47ee49f9d2298b41c	682	Pfam	PF00702	haloacid dehalogenase-like hydrolase	301	530	2.6E-24	T	15-06-2025	-	-	-	-
YP_005229238.1	d068032d2fc120547e14958861cba6f1	697	Pfam	PF02446	4-alpha-glucanotransferase	149	665	5.5E-126	T	15-06-2025	IPR003385	Glycoside hydrolase, family 77	GO:0004134(InterPro)|GO:0005975(InterPro)	-
